Description_ngram;Count;PerMille;Associated_Comments
notable depuis;2;0.03;
re la;2;0.03;
und auslaufbereich;2;0.03;
armatures inf;2;0.03;
rieures est;2;0.03;
suppression constatation;2;0.03;
gesamte freiliegende;2;0.03;
freiliegende gunitoberfl;2;0.03;
est non;2;0.03;
angles sup;2;0.03;
oder bewehrungskorrosion;2;0.03;
de laitance;2;0.03;
laitance du;2;0.03;
ton datant;2;0.03;
construction lors;2;0.03;
cass au;2;0.03;
neue unverf;2;0.03;
sordre de;2;0.03;
de ce;2;0.03;
type a;2;0.03;
identifi en;2;0.03;
unverf llte;2;0.03;
llte risse;2;0.03;
graviers sur;2;0.03;
faible surface;2;0.03;
surface lors;2;0.03;
graviers cons;2;0.03;
quent pouvant;2;0.03;
pouvant impacter;2;0.03;
impacter sur;2;0.03;
la durabilit;2;0.03;
durabilit n;2;0.03;
relev en;2;0.03;
45 pas;2;0.03;
fissuration treillis;2;0.03;
typisches aar;2;0.03;
aar rissbild;2;0.03;
rissbild risse;2;0.03;
fuge undicht;2;0.03;
risse instandgesetzt;2;0.03;
deformationen im;2;0.03;
4 risse;2;0.03;
schlecht vibriert;2;0.03;
ras l;2;0.03;
l exception;2;0.03;
markante l;2;0.03;
aar hin;2;0.03;
sich seit;2;0.03;
undichtigkeiten im;2;0.03;
rieurs avec;2;0.03;
der talseitigen;2;0.03;
es handelt;2;0.03;
l etancheit;2;0.03;
t amont;2;0.03;
umgeworfener baum;2;0.03;
dem boden;2;0.03;
handelt sich;2;0.03;
des konsolkopfs;2;0.03;
weist einen;2;0.03;
einen kolk;2;0.03;
kolk auf;2;0.03;
der untergrund;2;0.03;
untergrund ist;2;0.03;
durch erosion;2;0.03;
erosion abgetragen;2;0.03;
abgetragen worden;2;0.03;
vereinzelt oberfl;2;0.03;
constatation tait;2;0.03;
humidit probablement;2;0.03;
auslaufbereich verformungen;2;0.03;
traverse la;2;0.03;
au maximum;2;0.03;
maximum pr;2;0.03;
une deux;2;0.03;
deux fois;2;0.03;
fois par;2;0.03;
par bloc;2;0.03;
5mm localement;2;0.03;
et encrassement;2;0.03;
probablement avec;2;0.03;
avec concentration;2;0.03;
concentration du;2;0.03;
sordre au;2;0.03;
sich wahrscheinlich;2;0.03;
pose d;2;0.03;
clats leger;2;0.03;
leger sur;2;0.03;
tement environ;2;0.03;
environ 5cm;2;0.03;
5cm x;2;0.03;
grosse l;2;0.03;
im belagsanschluss;2;0.03;
da nicht;2;0.03;
zu einer;2;0.03;
wahrscheinlich um;2;0.03;
gravier ponctuels;2;0.03;
ponctuels sont;2;0.03;
s provenant;2;0.03;
provenant d;2;0.03;
la fissuration;2;0.03;
clats localis;2;0.03;
efflorescence en;2;0.03;
aile l;2;0.03;
ouvrage au;2;0.03;
nord pr;2;0.03;
des ouvertures;2;0.03;
ouvertures et;2;0.03;
variables et;2;0.03;
donc plus;2;0.03;
plus tanche;2;0.03;
h ufiger;2;0.03;
versintert bzw;2;0.03;
bzw mit;2;0.03;
bis sehr;2;0.03;
largeur du;2;0.03;
constatation du;2;0.03;
du sous;2;0.03;
du passage;2;0.03;
beschichtung an;2;0.03;
d buts;2;0.03;
en caoutchouc;2;0.03;
e sans;2;0.03;
netzrisse auf;2;0.03;
leicht gr;2;0.03;
sser als;2;0.03;
de graffiti;2;0.03;
zones de;2;0.03;
der entleerung;2;0.03;
horizontal bis;2;0.03;
der hinterseite;2;0.03;
buts d;2;0.03;
entretoises ouverture;2;0.03;
pr fabriqu;2;0.03;
d bo;2;0.03;
bo t;2;0.03;
l endroit;2;0.03;
endroit du;2;0.03;
plaques m;2;0.03;
joint c;2;0.03;
talliques d;2;0.03;
plaque de;2;0.03;
der betonkante;2;0.03;
abplatzungen hohlstellen;2;0.03;
clat est;2;0.03;
pas un;2;0.03;
mm sans;2;0.03;
de nids;2;0.03;
caus par;2;0.03;
tation s;2;0.03;
m l;2;0.03;
leichte verformung;2;0.03;
surtout aux;2;0.03;
infolge eines;2;0.03;
beaucoup moins;2;0.03;
bewehrung ist;2;0.03;
vom rohr;2;0.03;
ist fl;2;0.03;
sents tout;2;0.03;
e hauteur;2;0.03;
retrait intervalles;2;0.03;
intervalles r;2;0.03;
r guliers;2;0.03;
fissures pr;2;0.03;
bouch e;2;0.03;
unterste drei;2;0.03;
drei rinnenelemente;2;0.03;
camion ou;2;0.03;
ou chargement;2;0.03;
chargement de;2;0.03;
inf rieurs;2;0.03;
murs de;2;0.03;
plaques de;2;0.03;
3mm breite;2;0.03;
des portals;2;0.03;
netzrisse ca;2;0.03;
he von;2;0.03;
von circa;2;0.03;
circa 3;2;0.03;
he auf;2;0.03;
nderung zur;2;0.03;
fissuration surfacique;2;0.03;
lokale bereiche;2;0.03;
5 wandetappen;2;0.03;
wandetappe 14;2;0.03;
rostflecken bei;2;0.03;
rw bis;2;0.03;
humidit provenant;2;0.03;
viele l;2;0.03;
cher infolge;2;0.03;
m usen;2;0.03;
nombreux endroits;2;0.03;
lokal l;2;0.03;
chig angerostet;2;0.03;
systematisch;2;0.03;
zwangsrisse mit;2;0.03;
netzartigen risse;2;0.03;
digte rostbalken;2;0.03;
fissures superficielles;2;0.03;
befestigung der;2;0.03;
st tzenneigung;2;0.03;
qu en;2;0.03;
unterhalb rinne;2;0.03;
rinne wahrscheinlich;2;0.03;
surface b;2;0.03;
avec v;2;0.03;
ts sur;2;0.03;
ouverture d;2;0.03;
au bord;2;0.03;
an montagehalterungen;2;0.03;
offene gerissene;2;0.03;
gerissene belagsfuge;2;0.03;
mit sichtbaren;2;0.03;
anprall verformt;2;0.03;
von undichtikgeit;2;0.03;
ssere bl;2;0.03;
constat sur;2;0.03;
sehr geringe;2;0.03;
en particulier;2;0.03;
welche sich;2;0.03;
tallique et;2;0.03;
mauvaise localisation;2;0.03;
localisation ouvrage;2;0.03;
ouvrage 2019;2;0.03;
2019 chambre;2;0.03;
lectrique relev;2;0.03;
le biotope;2;0.03;
und kies;2;0.03;
mit speziellem;2;0.03;
speziellem raster;2;0.03;
calcaire trace;2;0.03;
absence du;2;0.03;
de nid;2;0.03;
une usure;2;0.03;
au sol;2;0.03;
t nettoy;2;0.03;
nettoy s;2;0.03;
mais le;2;0.03;
vom gel;2;0.03;
en bordure;2;0.03;
usure et;2;0.03;
et se;2;0.03;
mauer bei;2;0.03;
5 4;2;0.03;
wind f;1;0.02;
r das;1;0.02;
das segelfloss;1;0.02;
feine l;1;0.02;
feinen ausbr;1;0.02;
chen vor;1;0.02;
allem jeweils;1;0.02;
seiten nicht;1;0.02;
nicht tal;1;0.02;
tal resp;1;0.02;
resp bergseitig;1;0.02;
aussinterung vereinzelt;1;0.02;
refection du;1;0.02;
tement jusqu;1;0.02;
jusqu au;1;0.02;
au b;1;0.02;
mm aar;1;0.02;
netzrisserisse teilweise;1;0.02;
teilweise sichtbares;1;0.02;
sichtbares rissmuster;1;0.02;
rissmuster nach;1;0.02;
nach mit;1;0.02;
mit tendenz;1;0.02;
tendenz zu;1;0.02;
hem oder;1;0.02;
oder fortgeschrittenem;1;0.02;
kleinen abplatzungen;1;0.02;
gig bei;1;0.02;
oft mit;1;0.02;
grosse abbl;1;0.02;
beschichtung am;1;0.02;
am wandfuss;1;0.02;
aufgrund ung;1;0.02;
ung nstiger;1;0.02;
nstiger dachentw;1;0.02;
localement disparaissant;1;0.02;
fissure du;1;0.02;
ts importants;1;0.02;
traces pr;1;0.02;
sumant la;1;0.02;
einlaufrohr und;1;0.02;
und vor;1;0.02;
der berlauf;1;0.02;
berlauf wand;1;0.02;
dem rohrauslauf;1;0.02;
hrung hinter;1;0.02;
hinter fl;1;0.02;
gelmauern dringt;1;0.02;
dringt durch;1;0.02;
durch schalungsbinderl;1;0.02;
schalungsbinderl cher;1;0.02;
cher ein;1;0.02;
absanden des;1;0.02;
des zementm;1;0.02;
zementm rtels;1;0.02;
rtels durch;1;0.02;
den wasser;1;0.02;
wasser anprall;1;0.02;
anprall auf;1;0.02;
ganzen sohle;1;0.02;
mur inf;1;0.02;
rieur ouv;1;0.02;
e maillage;1;0.02;
1 3mm;1;0.02;
correspond au;1;0.02;
au fonctionnement;1;0.02;
l articulation;1;0.02;
articulation en;1;0.02;
3mm sauf;1;0.02;
sauf pour;1;0.02;
deux piliers;1;0.02;
piliers d;1;0.02;
d extr;1;0.02;
mit pour;1;0.02;
pour lesquels;1;0.02;
lesquels l;1;0.02;
ouverture est;1;0.02;
est jusqu;1;0.02;
diverse beton;1;0.02;
beton abplatzungen;1;0.02;
kalkausscheidung mit;1;0.02;
rostspuren bei;1;0.02;
bei die;1;0.02;
die betonoberfl;1;0.02;
betonoberfl chen;1;0.02;
chen im;1;0.02;
inneren des;1;0.02;
zwischen bl;1;0.02;
salissure non;1;0.02;
non tache;1;0.02;
salissure et;1;0.02;
non trace;1;0.02;
ck aufgrund;1;0.02;
cette constattion;1;0.02;
constattion n;1;0.02;
nicht durchgehend;1;0.02;
durchgehend geringf;1;0.02;
und erdmaterial;1;0.02;
erdmaterial in;1;0.02;
steinquader der;1;0.02;
oberer teil;1;0.02;
bruchsteinmauer im;1;0.02;
absturzschacht mindestens;1;0.02;
mindestens um;1;0.02;
um 6;1;0.02;
verschoben erkennbar;1;0.02;
erkennbar an;1;0.02;
abplatzung verdrehung;1;0.02;
absturzschachtes auf;1;0.02;
seite richtung;1;0.02;
richtung dorf;1;0.02;
dorf ist;1;0.02;
die b;1;0.02;
b uchung;1;0.02;
uchung der;1;0.02;
mauer gr;1;0.02;
mehrere ausbr;1;0.02;
che entlang;1;0.02;
unebenheiten durch;1;0.02;
steinreihen der;1;0.02;
constation de;1;0.02;
t trouv;1;0.02;
place la;1;0.02;
la localisation;1;0.02;
localisation n;1;0.02;
n tant;1;0.02;
tant pas;1;0.02;
disponible et;1;0.02;
et correspondant;1;0.02;
correspondant plut;1;0.02;
t une;1;0.02;
une description;1;0.02;
description d;1;0.02;
mur entre;1;0.02;
servoir et;1;0.02;
bassin ces;1;0.02;
res pr;1;0.02;
ouverture qui;1;0.02;
qui pourrait;1;0.02;
pourrait amener;1;0.02;
amener de;1;0.02;
de futurs;1;0.02;
futurs d;1;0.02;
ts suppl;1;0.02;
suppl mentaires;1;0.02;
mentaires au;1;0.02;
couronnement de;1;0.02;
de cet;1;0.02;
verticales du;1;0.02;
servoir ces;1;0.02;
fissures am;1;0.02;
am nent;1;0.02;
nent quelques;1;0.02;
quelques efflorescences;1;0.02;
importante est;1;0.02;
servoir particuli;1;0.02;
rement deux;1;0.02;
deux buissons;1;0.02;
buissons et;1;0.02;
un arbustre;1;0.02;
arbustre qui;1;0.02;
qui poussent;1;0.02;
poussent rapidement;1;0.02;
le caniveau;1;0.02;
caniveau du;1;0.02;
d accumulation;1;0.02;
accumulation c;1;0.02;
sion proximit;1;0.02;
autoroute est;1;0.02;
est couvert;1;0.02;
tation un;1;0.02;
un entretien;1;0.02;
entretien r;1;0.02;
tation est;1;0.02;
est n;1;0.02;
cessaire afin;1;0.02;
afin d;1;0.02;
en garantir;1;0.02;
garantir le;1;0.02;
le bon;1;0.02;
bon fonctionnement;1;0.02;
les rives;1;0.02;
rives en;1;0.02;
en pente;1;0.02;
pente du;1;0.02;
servoir sont;1;0.02;
sont encrass;1;0.02;
encrass es;1;0.02;
radier du;1;0.02;
au bas;1;0.02;
la premi;1;0.02;
premi re;1;0.02;
re chelle;1;0.02;
chelle pour;1;0.02;
pour acc;1;0.02;
acc der;1;0.02;
der au;1;0.02;
au r;1;0.02;
l angl;1;0.02;
angl e;1;0.02;
en amont;1;0.02;
amont du;1;0.02;
servoir est;1;0.02;
est cass;1;0.02;
angle sud;1;0.02;
sud l;1;0.02;
est galement;1;0.02;
galement touch;1;0.02;
et sectionn;1;0.02;
sectionn e;1;0.02;
e ce;1;0.02;
ce niveau;1;0.02;
cm tiefer;1;0.02;
tiefer riss;1;0.02;
eine abpaltzung;1;0.02;
der markierung;1;0.02;
anschlussfuge um;1;0.02;
die pvc;1;0.02;
pvc rohre;1;0.02;
rohre gerissen;1;0.02;
schlammablagerung in;1;0.02;
sohle bei;1;0.02;
die beschichtete;1;0.02;
beschichtete oberfl;1;0.02;
mit schwarzem;1;0.02;
schwarzem strassenabwasser;1;0.02;
strassenabwasser schlamm;1;0.02;
schlamm verschmutzt;1;0.02;
leichte abplatzung;1;0.02;
une clat;1;0.02;
constat en;1;0.02;
biais c;1;0.02;
sion l;1;0.02;
clat a;1;0.02;
t caus;1;0.02;
d velopp;1;0.02;
velopp e;1;0.02;
canalisation du;1;0.02;
tation pousse;1;0.02;
pousse aux;1;0.02;
abords des;1;0.02;
des canaux;1;0.02;
canaux sortant;1;0.02;
sortant des;1;0.02;
des canalisations;1;0.02;
bloc central;1;0.02;
central leur;1;0.02;
leur ouverture;1;0.02;
ouverture pourrait;1;0.02;
pourrait se;1;0.02;
d velopper;1;0.02;
velopper en;1;0.02;
en des;1;0.02;
bord du;1;0.02;
du canal;1;0.02;
canal pr;1;0.02;
se craqu;1;0.02;
craqu le;1;0.02;
le le;1;0.02;
le ph;1;0.02;
ne peut;1;0.02;
tre acc;1;0.02;
acc l;1;0.02;
l r;1;0.02;
vermehrt feuchte;1;0.02;
feuchte fugen;1;0.02;
fugen anzeichen;1;0.02;
anzeichen dass;1;0.02;
sserung nicht;1;0.02;
nicht optimal;1;0.02;
optimal funktioniert;1;0.02;
gige spurrinnen;1;0.02;
wenige frostsch;1;0.02;
unver ndert;1;0.02;
ndert zur;1;0.02;
unterhalb kalbelpritsche;1;0.02;
ausgewaschenes fugenmaterial;1;0.02;
hohlstelle mit;1;0.02;
korrodierter schachtdeckel;1;0.02;
schachtdeckel und;1;0.02;
und einlauftasse;1;0.02;
gering keine;1;0.02;
undichtigkeiten auf;1;0.02;
der widerlagerbank;1;0.02;
widerlagerbank erkennbar;1;0.02;
und kalksausscheidungen;1;0.02;
kalksausscheidungen infolge;1;0.02;
infolge wassereintritt;1;0.02;
wassereintritt abplatzung;1;0.02;
somit nicht;1;0.02;
nicht funktionierender;1;0.02;
funktionierender wassernase;1;0.02;
lose schraube;1;0.02;
schraube ohne;1;0.02;
sichtbare auswirkung;1;0.02;
auf das;1;0.02;
das tragwerk;1;0.02;
ohne massgeblicher;1;0.02;
massgeblicher querschnittsverlust;1;0.02;
querschnittsverlust und;1;0.02;
fb an;1;0.02;
bewehrungskorrosion teilweise;1;0.02;
auch angerostete;1;0.02;
nden welche;1;0.02;
welche aussinterungen;1;0.02;
aussinterungen aufweisen;1;0.02;
flickstellen reprofilierungen;1;0.02;
belagsanschluss ca;1;0.02;
cm zwischen;1;0.02;
und fahrbahn;1;0.02;
teilweise durchgehend;1;0.02;
durchgehend vereinzelt;1;0.02;
der aufh;1;0.02;
und darauffolgender;1;0.02;
darauffolgender bewehrungskorrosion;1;0.02;
wasseraustritt nassstellen;1;0.02;
infolge kernbohrungen;1;0.02;
kernbohrungen durch;1;0.02;
durch bewehrung;1;0.02;
kleines schlagloch;1;0.02;
schlagloch 5;1;0.02;
fuge ca;1;0.02;
den netzrissen;1;0.02;
netzrissen anzeichen;1;0.02;
fliessspuren aussinterungen;1;0.02;
leichte alte;1;0.02;
alte aussinterungen;1;0.02;
aussinterungen welche;1;0.02;
welche seit;1;0.02;
kaum nicht;1;0.02;
nicht an;1;0.02;
an ausmass;1;0.02;
ausmass zugenommen;1;0.02;
zugenommen haben;1;0.02;
aussinterungen sind;1;0.02;
sind zu;1;0.02;
erkennen welche;1;0.02;
sich allerdings;1;0.02;
allerdings seit;1;0.02;
kaum ver;1;0.02;
ver ndert;1;0.02;
ndert haben;1;0.02;
talseitigen mauer;1;0.02;
mauer des;1;0.02;
lokal abplatzungen;1;0.02;
ngsrichtung teilweise;1;0.02;
teilweise verf;1;0.02;
llt stellenweise;1;0.02;
stellenweise aber;1;0.02;
aufgerissen oder;1;0.02;
oder neue;1;0.02;
neue risse;1;0.02;
steinquaderreihe um;1;0.02;
um bis;1;0.02;
gerissene fugen;1;0.02;
bis lose;1;0.02;
d efflorescenses;1;0.02;
efflorescenses et;1;0.02;
tation pr;1;0.02;
sente au;1;0.02;
pied et;1;0.02;
stellen im;1;0.02;
5 schubrisse;1;0.02;
schubrisse horizontal;1;0.02;
horizontal und;1;0.02;
und leicht;1;0.02;
leicht abfallend;1;0.02;
abfallend mit;1;0.02;
vom rand;1;0.02;
rand abgel;1;0.02;
ster verguss;1;0.02;
riss ab;1;0.02;
ok auflagertisch;1;0.02;
rostspuren sind;1;0.02;
der bauwerksbeschilderung;1;0.02;
bauwerksbeschilderung abgedeckt;1;0.02;
zur galerie;1;0.02;
generell einbetoniert;1;0.02;
einbetoniert bzw;1;0.02;
bzw vorbetoniert;1;0.02;
vorbetoniert bergang;1;0.02;
bergang betonblock;1;0.02;
betonblock vorbetonierung;1;0.02;
vorbetonierung angerissen;1;0.02;
angerissen mit;1;0.02;
mit darausfolgender;1;0.02;
darausfolgender hinterl;1;0.02;
hinterl ufigkeit;1;0.02;
abplatzung stark;1;0.02;
bewehrung l;1;0.02;
l ngsbewehrung;1;0.02;
m und;1;0.02;
und breite;1;0.02;
mm mittig;1;0.02;
mittig des;1;0.02;
netzartige horizontalrisse;1;0.02;
horizontalrisse mit;1;0.02;
2 vertikale;1;0.02;
risse 0;1;0.02;
cm h;1;0.02;
he betonsockel;1;0.02;
betonsockel aufgrund;1;0.02;
aufgrund inneren;1;0.02;
inneren zw;1;0.02;
ngungen und;1;0.02;
und geringer;1;0.02;
fracture au;1;0.02;
joint sur;1;0.02;
environ 20x20;1;0.02;
cup rer;1;0.02;
rer photos;1;0.02;
photos dans;1;0.02;
dans dalle;1;0.02;
horizontales proximit;1;0.02;
leicht schadhafter;1;0.02;
schadhafter korrosionsschutz;1;0.02;
45 fissures;1;0.02;
droit zone;1;0.02;
zone ragreage;1;0.02;
ragreage ouv;1;0.02;
max pas;1;0.02;
bidirectionnel actuellement;1;0.02;
actuellement sur;1;0.02;
de torsion;1;0.02;
sion microfissures;1;0.02;
microfissures c;1;0.02;
t entretoise;1;0.02;
centrale fissures;1;0.02;
cisaillement fissures;1;0.02;
300cm localement;1;0.02;
mur sup;1;0.02;
est absence;1;0.02;
absence a;1;0.02;
a v;1;0.02;
si besoin;1;0.02;
besoin de;1;0.02;
de raccorder;1;0.02;
der betonkanten;1;0.02;
betonkanten vom;1;0.02;
unterhalb bergseitiger;1;0.02;
bergseitiger konsole;1;0.02;
sserungsanschluss defekt;1;0.02;
gesamter krone;1;0.02;
krone rissbreite;1;0.02;
6mm risse;1;0.02;
leichte sehr;1;0.02;
sehr helle;1;0.02;
helle rostflecken;1;0.02;
an wandfuss;1;0.02;
wandfuss im;1;0.02;
tablier r;1;0.02;
paration locale;1;0.02;
locale recommand;1;0.02;
recommand e;1;0.02;
constatation concernait;1;0.02;
concernait les;1;0.02;
uplans elle;1;0.02;
de renforcement;1;0.02;
renforcement uplans;1;0.02;
uplans en;1;0.02;
armatures apaprarentes;1;0.02;
apaprarentes et;1;0.02;
et fissur;1;0.02;
ngsriss quer;1;0.02;
zur fahrbahn;1;0.02;
fahrbahn fast;1;0.02;
fast ber;1;0.02;
ganze fahrbahn;1;0.02;
leitplanke infolge;1;0.02;
anprall pfosten;1;0.02;
pfosten zeigen;1;0.02;
zeigen keine;1;0.02;
keine deformation;1;0.02;
tail en;1;0.02;
en queue;1;0.02;
queue d;1;0.02;
d aronde;1;0.02;
aronde du;1;0.02;
joint due;1;0.02;
zu 70;1;0.02;
quer unter;1;0.02;
mit geringer;1;0.02;
geringer aussinterungen;1;0.02;
querrisse unter;1;0.02;
stellen des;1;0.02;
der wiederlagerwand;1;0.02;
der belagsanschlussfuge;1;0.02;
kante unter;1;0.02;
unter br;1;0.02;
abgetragener bitumen;1;0.02;
bitumen neben;1;0.02;
neben ablaufschacht;1;0.02;
rostflecken des;1;0.02;
bergangs seitlich;1;0.02;
seitlich bis;1;0.02;
decke in;1;0.02;
vom einstiegsloch;1;0.02;
lager in;1;0.02;
mitte durch;1;0.02;
durch verm;1;0.02;
rtelung nicht;1;0.02;
sichtbar mehrere;1;0.02;
vom lager;1;0.02;
lager teilweise;1;0.02;
den fundamentkanten;1;0.02;
den kanten;1;0.02;
kanten beim;1;0.02;
anschluss seite;1;0.02;
gondo konsole;1;0.02;
konsole talseitig;1;0.02;
riss unter;1;0.02;
der krafteinleitung;1;0.02;
krafteinleitung der;1;0.02;
druckstrebe 2;1;0.02;
2 riss;1;0.02;
uft in;1;0.02;
der verl;1;0.02;
verl ngerung;1;0.02;
ngerung der;1;0.02;
der axe;1;0.02;
axe der;1;0.02;
strebe im;1;0.02;
beton verf;1;0.02;
bergangs gerissen;1;0.02;
ste beschichtung;1;0.02;
dwand unten;1;0.02;
unten unter;1;0.02;
dem einstieg;1;0.02;
einstieg vom;1;0.02;
vom unterhaltsraum;1;0.02;
unterhaltsraum es;1;0.02;
es hat;1;0.02;
sich ein;1;0.02;
ein wassersack;1;0.02;
wassersack gebildet;1;0.02;
sandablagerungen im;1;0.02;
im einlaufrohr;1;0.02;
1 seite;1;0.02;
halbschale ab;1;0.02;
sind gr;1;0.02;
ssere blasen;1;0.02;
blasen entstanden;1;0.02;
entstanden welche;1;0.02;
welche mit;1;0.02;
innenbeschichtung ist;1;0.02;
ist um;1;0.02;
das pvc;1;0.02;
pvc rohr;1;0.02;
rohr gerissen;1;0.02;
fehlendes rohrst;1;0.02;
ck der;1;0.02;
entleerung im;1;0.02;
unterhaltsraum wasser;1;0.02;
eindringung im;1;0.02;
kalkausscheidung aus;1;0.02;
arbeitsfuge beim;1;0.02;
beim einstieg;1;0.02;
stung vom;1;0.02;
bereich entlag;1;0.02;
ganzen st;1;0.02;
der leitplanken;1;0.02;
leitplanken ist;1;0.02;
die abl;1;0.02;
der lagerfugen;1;0.02;
lagerfugen geschw;1;0.02;
cht und;1;0.02;
tal verschiebung;1;0.02;
verschiebung bis;1;0.02;
mauvais ouvrage;1;0.02;
leichter schaden;1;0.02;
anprall an;1;0.02;
leitplanke wellblechprofil;1;0.02;
einzelne pfosten;1;0.02;
pfosten sind;1;0.02;
leicht lose;1;0.02;
lose da;1;0.02;
verankerung im;1;0.02;
im mauerwerk;1;0.02;
mauerwerk gerissen;1;0.02;
gerissen ist;1;0.02;
der verm;1;0.02;
rtelung auf;1;0.02;
und ablagerungen;1;0.02;
den ffnungen;1;0.02;
ffnungen der;1;0.02;
verschmutzung und;1;0.02;
in abgeplatzte;1;0.02;
mauerfugen entlag;1;0.02;
ouvrage efflorescences;1;0.02;
surface constatation;1;0.02;
constatation visible;1;0.02;
nombreux joints;1;0.02;
1 moellon;1;0.02;
moellon c;1;0.02;
un tuyau;1;0.02;
tuyau emb;1;0.02;
emb ton;1;0.02;
fissure la;1;0.02;
des revetement;1;0.02;
revetement pr;1;0.02;
eflorecense;1;0.02;
rior ponctuellement;1;0.02;
avec tassement;1;0.02;
orni res;1;0.02;
res du;1;0.02;
du au;1;0.02;
des voitures;1;0.02;
fb ist;1;0.02;
aufgrund den;1;0.02;
den nassstellen;1;0.02;
den seitlichen;1;0.02;
seitlichen widerlagerw;1;0.02;
widerlagerw nden;1;0.02;
nden undicht;1;0.02;
fb sind;1;0.02;
sinterstellen zu;1;0.02;
erkennen am;1;0.02;
fb bei;1;0.02;
der einzelligen;1;0.02;
einzelligen fuge;1;0.02;
deckbeschichtung an;1;0.02;
an einzelnen;1;0.02;
einzelnen stellen;1;0.02;
stellen abgel;1;0.02;
der korrosionsschutz;1;0.02;
korrosionsschutz l;1;0.02;
sich oberfl;1;0.02;
oberfl chig;1;0.02;
chig von;1;0.02;
von den;1;0.02;
den sinusplatten;1;0.02;
feuchtigkeit durch;1;0.02;
durch belagsentw;1;0.02;
lokale rostfl;1;0.02;
schlagloch verf;1;0.02;
llt aber;1;0.02;
aber trotzdem;1;0.02;
trotzdem wieder;1;0.02;
wieder senkung;1;0.02;
senkung vorhanden;1;0.02;
belagsanschluss resp;1;0.02;
resp belagsfugenmasse;1;0.02;
belagsfugenmasse ausgewaschen;1;0.02;
der bitumen;1;0.02;
bitumen des;1;0.02;
keine muffenverbindung;1;0.02;
muffenverbindung zwischen;1;0.02;
zwischen h;1;0.02;
h llrohre;1;0.02;
llrohre kabel;1;0.02;
kabel h;1;0.02;
h ngen;1;0.02;
ngen teilweise;1;0.02;
teilweise offen;1;0.02;
und nasstelle;1;0.02;
nasstelle mit;1;0.02;
vereinzelte biegerisse;1;0.02;
biegerisse 2;1;0.02;
3 st;1;0.02;
fuge ist;1;0.02;
ist zwischen;1;0.02;
zwischen walzasphalt;1;0.02;
walzasphalt und;1;0.02;
polymerbitumen gerissen;1;0.02;
belagsrisse netzartig;1;0.02;
leichte rostfl;1;0.02;
ssig ca;1;0.02;
erfolgreich abgefr;1;0.02;
sst nur;1;0.02;
nur noch;1;0.02;
noch leichte;1;0.02;
spurrinnen in;1;0.02;
in belagsdehnfuge;1;0.02;
aus fassung;1;0.02;
fassung heraus;1;0.02;
ton lessiv;1;0.02;
lessiv avec;1;0.02;
apparents des;1;0.02;
s important;1;0.02;
relatifs au;1;0.02;
joints plusieurs;1;0.02;
tres voire;1;0.02;
voire 10;1;0.02;
10 15cm;1;0.02;
15cm en;1;0.02;
mm aus;1;0.02;
korrosionsfleck auf;1;0.02;
dem lager;1;0.02;
lager von;1;0.02;
cm x;1;0.02;
mit abbl;1;0.02;
abbl tterung;1;0.02;
tterung der;1;0.02;
mit korrosionsflecken;1;0.02;
korrosionsflecken bei;1;0.02;
bei defektem;1;0.02;
defektem korrosionschutz;1;0.02;
sinterstellen bei;1;0.02;
bei aufgehobenem;1;0.02;
polymerbitumen sowie;1;0.02;
sowie vereinzelte;1;0.02;
im polymerbitumen;1;0.02;
polymerbitumen parallel;1;0.02;
parallel zum;1;0.02;
zum fb;1;0.02;
forte fissuration;1;0.02;
bordure ouverture;1;0.02;
formations dues;1;0.02;
placements du;1;0.02;
localement un;1;0.02;
choc montants;1;0.02;
montants et;1;0.02;
et lisses;1;0.02;
ou lisses;1;0.02;
lisses discontinue;1;0.02;
discontinue glissi;1;0.02;
importants d;1;0.02;
placements au;1;0.02;
joints du;1;0.02;
importante ouverture;1;0.02;
rostspuren;1;0.02;
gender abplatzung;1;0.02;
es juste;1;0.02;
betonfundamenten ohne;1;0.02;
ohne freilegung;1;0.02;
tzen nicht;1;0.02;
flucht evtl;1;0.02;
evtl setzung;1;0.02;
setzung und;1;0.02;
und verschiebung;1;0.02;
fundamente da;1;0.02;
da werkfelder;1;0.02;
werkfelder abgesenkt;1;0.02;
abgesenkt sind;1;0.02;
relatif en;1;0.02;
mur jusqu;1;0.02;
jusqu 5;1;0.02;
ffnungen und;1;0.02;
oder verformungen;1;0.02;
verformungen des;1;0.02;
des diagonalgelfechts;1;0.02;
sohle abgewaschen;1;0.02;
abgewaschen abgerieben;1;0.02;
betonfugen an;1;0.02;
mehreren stelle;1;0.02;
stelle teilweise;1;0.02;
den abgeplatzten;1;0.02;
abgeplatzten stellen;1;0.02;
kolkbildung unter;1;0.02;
unter auslaufbauwerk;1;0.02;
des morceaux;1;0.02;
tachent et;1;0.02;
kalkausscheidung im;1;0.02;
vom vertikalriss;1;0.02;
vertikalriss in;1;0.02;
der breite;1;0.02;
breite 5;1;0.02;
mm durchgehend;1;0.02;
durchgehend am;1;0.02;
am fl;1;0.02;
gel s;1;0.02;
fundation vom;1;0.02;
widerlager bergseitig;1;0.02;
netzartige rissspuren;1;0.02;
rissspuren auf;1;0.02;
leicht unebenheiten;1;0.02;
talseitigen konsole;1;0.02;
uft vermutlich;1;0.02;
vermutlich seitlich;1;0.02;
seitlich entlang;1;0.02;
spur einer;1;0.02;
einer wassereindringung;1;0.02;
